case_id,category,architecture,question,answer_preview,current_failure_reasons,human_decision__good_bad_unclear,answer_quality__good_partial_bad,retrieval_quality__good_partial_bad,should_have_used_web__yes_no,should_refuse__yes_no,source_ids_to_add,chunk_ids_to_add,required_claims_to_add,forbidden_claims_to_add,human_notes
hong_kong_vs_shenzhen_support_model,cross_border_comparison,deterministic_controller,Compare Hong Kong university-led startup support with Shenzhen government-led commercialization and entrepreneurship policy support.,The controlled research loop found these supported points: - 3 Aug 2023 AI＆Web3 前海 Web3 Hub 揭牌仪式 圓滿舉辦 綻放啟程 8月3日下午兩點，由前海Web3Hub、EDGE、HKBA主辦的“前海Web3 Hub 揭牌儀式 暨全球AI&Web3投資峰會中國區介紹會”圓滿舉辦，前海Web3 Hub開啟了新的篇章。 9 Nov 2022 AI＆Web3 火大教育于佳宁受聘出任香港區塊鏈協會榮譽主席 近日，火大教育校長于佳宁博士受聘成為新加坡亞洲區塊鏈產業研究院元宇宙專業委員會主席、香港區塊鏈協會榮譽主席、Alibaba... [1] - The Global Startup Ecosystem Report 2025 The...,Smoke check failed: answer_contains:Hong Kong; Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:university; Smoke check failed: answer_contains:policy; RAG dimension failed: answer_relevance - Answer matched 1 of 11 key question terms.; RAG dimension failed: context_support - Context contained 1 of 2 required claim(s).; RAG dimension failed: self_containment - Answer includes 2 of 8 important question terms.,,,,,,,,,,
hong_kong_vs_shenzhen_support_model,cross_border_comparison,coverage_rag,Compare Hong Kong university-led startup support with Shenzhen government-led commercialization and entrepreneurship policy support.,- 3 Aug 2023 AI＆Web3 前海 Web3 Hub 揭牌仪式 圓滿舉辦 綻放啟程 8月3日下午兩點，由前海Web3Hub、EDGE、HKBA主辦的“前海Web3 Hub 揭牌儀式 暨全球AI&Web3投資峰會中國區介紹會”圓滿舉辦，前海Web3 Hub開啟了新的篇章。 [1] - The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. [2] - Templates]( Invention...,Smoke check failed: answer_contains:Hong Kong; Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:university; Smoke check failed: answer_contains:policy; RAG dimension failed: answer_relevance - Answer matched 1 of 11 key question terms.; RAG dimension failed: context_support - Context contained 1 of 2 required claim(s).; RAG dimension failed: self_containment - Answer includes 1 of 8 important question terms.,,,,,,,,,,
hong_kong_vs_shenzhen_support_model,cross_border_comparison,plan_execute,Compare Hong Kong university-led startup support with Shenzhen government-led commercialization and entrepreneurship policy support.,- 3 Aug 2023 AI＆Web3 前海 Web3 Hub 揭牌仪式 圓滿舉辦 綻放啟程 8月3日下午兩點，由前海Web3Hub、EDGE、HKBA主辦的“前海Web3 Hub 揭牌儀式 暨全球AI&Web3投資峰會中國區介紹會”圓滿舉辦，前海Web3 Hub開啟了新的篇章。 [1] - The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. [2] - Templates]( Invention...,Smoke check failed: answer_contains:Hong Kong; Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:university; Smoke check failed: answer_contains:policy; RAG dimension failed: answer_relevance - Answer matched 1 of 11 key question terms.; RAG dimension failed: context_support - Context contained 1 of 2 required claim(s).; RAG dimension failed: self_containment - Answer includes 1 of 8 important question terms.,,,,,,,,,,
hong_kong_vs_shenzhen_support_model,cross_border_comparison,react_loop,Compare Hong Kong university-led startup support with Shenzhen government-led commercialization and entrepreneurship policy support.,- 3 Aug 2023 AI＆Web3 前海 Web3 Hub 揭牌仪式 圓滿舉辦 綻放啟程 8月3日下午兩點，由前海Web3Hub、EDGE、HKBA主辦的“前海Web3 Hub 揭牌儀式 暨全球AI&Web3投資峰會中國區介紹會”圓滿舉辦，前海Web3 Hub開啟了新的篇章。 [1] - The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. [2] - Templates]( Invention...,Smoke check failed: answer_contains:Hong Kong; Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:university; Smoke check failed: answer_contains:policy; RAG dimension failed: answer_relevance - Answer matched 1 of 11 key question terms.; RAG dimension failed: context_support - Context contained 1 of 2 required claim(s).; RAG dimension failed: self_containment - Answer includes 1 of 8 important question terms.,,,,,,,,,,
cross_border_data_gaps,gap_analysis,deterministic_controller,What data gaps remain if we want to compare Hong Kong and Shenzhen startup support rigorously from the current internal source library?,The controlled research loop found these supported points: - Financial Morning Coffee: Senior banking MD's new girlfriend reveals he bears little resemblance to LinkedIn photo. Hudson River Trading's immense operational leverage 12 May 2026 2 0 Financial Morning Coffee: Chirayu Rana wants to go the whole way with... [1] - Add datasets to the download queue...,Smoke check failed: intent; Smoke check failed: web_used; Smoke check failed: answer_contains:gap; Retrieval missed all labeled relevant chunks/sources.,,,,,,,,,,
cross_border_data_gaps,gap_analysis,coverage_rag,What data gaps remain if we want to compare Hong Kong and Shenzhen startup support rigorously from the current internal source library?,"- Financial Morning Coffee: Senior banking MD's new girlfriend reveals he bears little resemblance to LinkedIn photo. [1] - Add datasets to the download queue if you want to download multiple datasets in one go. [2] - Major functions provided in the latest version of MyKE Mobile App include: Easy Parking, Easy Walking, Points of Interest, My Map, Fly and...",Smoke check failed: intent; Smoke check failed: web_used; Smoke check failed: answer_contains:gap; Retrieval missed all labeled relevant chunks/sources.,,,,,,,,,,
cross_border_data_gaps,gap_analysis,plan_execute,What data gaps remain if we want to compare Hong Kong and Shenzhen startup support rigorously from the current internal source library?,"- Financial Morning Coffee: Senior banking MD's new girlfriend reveals he bears little resemblance to LinkedIn photo. [1] - Add datasets to the download queue if you want to download multiple datasets in one go. [2] - Major functions provided in the latest version of MyKE Mobile App include: Easy Parking, Easy Walking, Points of Interest, My Map, Fly and...",Smoke check failed: intent; Smoke check failed: web_used; Retrieval missed all labeled relevant chunks/sources.,,,,,,,,,,
cross_border_data_gaps,gap_analysis,react_loop,What data gaps remain if we want to compare Hong Kong and Shenzhen startup support rigorously from the current internal source library?,"- Financial Morning Coffee: Senior banking MD's new girlfriend reveals he bears little resemblance to LinkedIn photo. [1] - Add datasets to the download queue if you want to download multiple datasets in one go. [2] - Major functions provided in the latest version of MyKE Mobile App include: Easy Parking, Easy Walking, Points of Interest, My Map, Fly and...",Smoke check failed: intent; Smoke check failed: web_used; Smoke check failed: answer_contains:gap; Retrieval missed all labeled relevant chunks/sources.,,,,,,,,,,
source_reliability_audit,source_quality,deterministic_controller,"Which internal sources should be treated as high-reliability evidence, and which source types still need manual verification?","The controlled research loop found these supported points: - . This list will be updated periodically.ii The initial expectation of this initiative was for Research England to monitor universities in England, however there has been significant buy-in from Higher Education Providers (HEPs) across the nations. This... [1] - . It sought to introduce a single...",Smoke check failed: answer_contains:high-reliability; Smoke check failed: answer_contains:manual verification; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: context_relevance - Matched 6 of 13 question terms in retrieved context.; RAG dimension failed: answer_relevance - Answer matched 2 of 13 key question terms.; RAG dimension failed: context_support - Context contained 0 of 1 required claim(s).; RAG dimension failed: self_containment - Answer includes 3 of 8 important question terms.,,,,,,,,,,
source_reliability_audit,source_quality,coverage_rag,"Which internal sources should be treated as high-reliability evidence, and which source types still need manual verification?","- This list will be updated periodically.ii The initial expectation of this initiative was for Research England to monitor universities in England, however there has been significant buy-in from Higher Education Providers (HEPs) across the nations. [1] - It sought to introduce a single digital front-door, replacing the outdated JeS-Siebel system, which was...",Smoke check failed: answer_contains:high-reliability; Smoke check failed: answer_contains:manual verification; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: context_relevance - Matched 6 of 13 question terms in retrieved context.; RAG dimension failed: answer_relevance - Answer matched 2 of 13 key question terms.; RAG dimension failed: context_support - Context contained 0 of 1 required claim(s).; RAG dimension failed: self_containment - Answer includes 3 of 8 important question terms.,,,,,,,,,,
source_reliability_audit,source_quality,plan_execute,"Which internal sources should be treated as high-reliability evidence, and which source types still need manual verification?","- This list will be updated periodically.ii The initial expectation of this initiative was for Research England to monitor universities in England, however there has been significant buy-in from Higher Education Providers (HEPs) across the nations. [1] - It sought to introduce a single digital front-door, replacing the outdated JeS-Siebel system, which was...",Smoke check failed: answer_contains:high-reliability; Smoke check failed: answer_contains:manual verification; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: context_relevance - Matched 6 of 13 question terms in retrieved context.; RAG dimension failed: answer_relevance - Answer matched 2 of 13 key question terms.; RAG dimension failed: context_support - Context contained 0 of 1 required claim(s).; RAG dimension failed: self_containment - Answer includes 3 of 8 important question terms.,,,,,,,,,,
source_reliability_audit,source_quality,react_loop,"Which internal sources should be treated as high-reliability evidence, and which source types still need manual verification?","- This list will be updated periodically.ii The initial expectation of this initiative was for Research England to monitor universities in England, however there has been significant buy-in from Higher Education Providers (HEPs) across the nations. [1] - It sought to introduce a single digital front-door, replacing the outdated JeS-Siebel system, which was...",Smoke check failed: answer_contains:high-reliability; Smoke check failed: answer_contains:manual verification; Retrieval missed all labeled relevant chunks/sources.; RAG dimension failed: context_relevance - Matched 6 of 13 question terms in retrieved context.; RAG dimension failed: answer_relevance - Answer matched 2 of 13 key question terms.; RAG dimension failed: context_support - Context contained 0 of 1 required claim(s).; RAG dimension failed: self_containment - Answer includes 3 of 8 important question terms.,,,,,,,,,,
latest_hong_kong_grants_requires_web,current_web_needed,deterministic_controller,What are the latest active Hong Kong startup grants or funding programmes a founder should verify today?,"The controlled research loop found these supported points: - Templates]( Invention disclosure form Form A Form B Templates of research-related agreements Useful data Technology Commercialisation Technology Commercialisation June 2023 Current Collaboration Opportunities FAQs Startups TSSSU Program and Application TSSSU... [1] - As a Fintech startup, FTAHK...",,,,,,,,,,,
latest_hong_kong_grants_requires_web,current_web_needed,coverage_rag,What are the latest active Hong Kong startup grants or funding programmes a founder should verify today?,"- Templates]( Invention disclosure form Form A Form B Templates of research-related agreements Useful data Technology Commercialisation Technology Commercialisation June 2023 Current Collaboration Opportunities FAQs Startups TSSSU Program and Application TSSSU Awardees 2020 TSSSU... [1] - As a Fintech startup, FTAHK has helped connect us to different...",,,,,,,,,,,
latest_hong_kong_grants_requires_web,current_web_needed,plan_execute,What are the latest active Hong Kong startup grants or funding programmes a founder should verify today?,"- Templates]( Invention disclosure form Form A Form B Templates of research-related agreements Useful data Technology Commercialisation Technology Commercialisation June 2023 Current Collaboration Opportunities FAQs Startups TSSSU Program and Application TSSSU Awardees 2020 TSSSU... [1] - As a Fintech startup, FTAHK has helped connect us to different...",Smoke check failed: web_used; Smoke check failed: answer_contains:Hong Kong; Smoke check failed: answer_contains:grant; RAG dimension failed: answer_relevance - Answer matched 2 of 12 key question terms.; RAG dimension failed: self_containment - Answer includes 3 of 8 important question terms.,,,,,,,,,,
latest_hong_kong_grants_requires_web,current_web_needed,react_loop,What are the latest active Hong Kong startup grants or funding programmes a founder should verify today?,"- Templates]( Invention disclosure form Form A Form B Templates of research-related agreements Useful data Technology Commercialisation Technology Commercialisation June 2023 Current Collaboration Opportunities FAQs Startups TSSSU Program and Application TSSSU Awardees 2020 TSSSU... [1] - As a Fintech startup, FTAHK has helped connect us to different...",,,,,,,,,,,
latest_shenzhen_policy_requires_web,current_web_needed,deterministic_controller,Are there any newer Shenzhen startup or commercialization policy updates after the indexed 2025-2026 sources?,"The controlled research loop found these supported points: - The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. Introduction The Global Startup Ecosystem Report 2025 (GSER 2025) is a... [1] - . — July 29, 2025 — Life Backu... View...",Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:policy; RAG dimension failed: answer_relevance - Answer matched 6 of 13 key question terms.; RAG dimension failed: answerability - Answerability matched available context.,,,,,,,,,,
latest_shenzhen_policy_requires_web,current_web_needed,coverage_rag,Are there any newer Shenzhen startup or commercialization policy updates after the indexed 2025-2026 sources?,"- The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. [1] - Recruiting has always been a cornerstone of business growth,... [2] - It simply isn’t not a researcher's job to explore commercial potential. [3] - State Ranking Framework...",Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:policy; RAG dimension failed: answer_relevance - Answer matched 4 of 13 key question terms.; RAG dimension failed: answerability - Answerability matched available context.,,,,,,,,,,
latest_shenzhen_policy_requires_web,current_web_needed,plan_execute,Are there any newer Shenzhen startup or commercialization policy updates after the indexed 2025-2026 sources?,"- The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. [1] - Recruiting has always been a cornerstone of business growth,... [2] - It simply isn’t not a researcher's job to explore commercial potential. [3] - Mexico City, Montevideo in...",Smoke check failed: web_used; Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:policy; RAG dimension failed: context_relevance - Matched 7 of 13 question terms in retrieved context.; RAG dimension failed: answer_relevance - Answer matched 2 of 13 key question terms.; RAG dimension failed: self_containment - Answer includes 2 of 8 important question terms.,,,,,,,,,,
latest_shenzhen_policy_requires_web,current_web_needed,react_loop,Are there any newer Shenzhen startup or commercialization policy updates after the indexed 2025-2026 sources?,"- The Global Startup Ecosystem Report 2025 The Global Startup Ecosystem Report 2025 (GSER 2025) is a comprehensive analysis of the current state of startup ecosystems worldwide. [1] - Recruiting has always been a cornerstone of business growth,... [2] - It simply isn’t not a researcher's job to explore commercial potential. [3] - State Ranking Framework...",Smoke check failed: answer_contains:Shenzhen; Smoke check failed: answer_contains:policy; RAG dimension failed: answer_relevance - Answer matched 4 of 13 key question terms.; RAG dimension failed: answerability - Answerability matched available context.,,,,,,,,,,
outside_scope_france_startup_visa,external_current,deterministic_controller,"What are the latest startup visa changes in France, and can internal Venture Metrics sources answer this without web fallback?",The controlled research loop found these supported points: - Each venture idea should keep track of: Description of idea Market needs this venture would address Technical capabilities this venture might leverage Business model Competition Team Outstanding risks References A key activity to generate promising ideas is... [1] - Create a supporting structure...,Smoke check failed: answer_contains:startup visa,,,,,,,,,,
outside_scope_france_startup_visa,external_current,coverage_rag,"What are the latest startup visa changes in France, and can internal Venture Metrics sources answer this without web fallback?","- Each venture idea should keep track of: Description of idea Market needs this venture would address Technical capabilities this venture might leverage Business model Competition Team Outstanding risks References A key activity to generate promising ideas is to organize guided... [1] - Create a supporting structure for your VBs Beyond a salary and a desk,...",Smoke check failed: answer_contains:startup visa,,,,,,,,,,
outside_scope_france_startup_visa,external_current,plan_execute,"What are the latest startup visa changes in France, and can internal Venture Metrics sources answer this without web fallback?","- Each venture idea should keep track of: Description of idea Market needs this venture would address Technical capabilities this venture might leverage Business model Competition Team Outstanding risks References A key activity to generate promising ideas is to organize guided... [1] - Create a supporting structure for your VBs Beyond a salary and a desk,...",Smoke check failed: web_used; Smoke check failed: answer_contains:France; Smoke check failed: answer_contains:startup visa; RAG dimension failed: context_relevance - Matched 6 of 11 question terms in retrieved context.; RAG dimension failed: answer_relevance - Answer matched 1 of 11 key question terms.; RAG dimension failed: context_support - Context contained 0 of 1 required claim(s).; RAG dimension failed: self_containment - Answer includes 3 of 8 important question terms.,,,,,,,,,,
outside_scope_france_startup_visa,external_current,react_loop,"What are the latest startup visa changes in France, and can internal Venture Metrics sources answer this without web fallback?","- Each venture idea should keep track of: Description of idea Market needs this venture would address Technical capabilities this venture might leverage Business model Competition Team Outstanding risks References A key activity to generate promising ideas is to organize guided... [1] - Create a supporting structure for your VBs Beyond a salary and a desk,...",Smoke check failed: answer_contains:startup visa,,,,,,,,,,
unanswerable_exact_last_week_grant_count,unanswerable,deterministic_controller,"Using internal sources only, what exact number of Hong Kong startups received government grants last week?",The controlled research loop found these supported points: - Font Size Login CUHK - ORKTS Announcements Event Highlight HKTDC Hong Kong International Medical and Healthcare Fair (11 – 13 May 2026) Event Highlight Asia Summit on Global Health (ASGH) (11 – 12 May 2026) Event Highlight Pitching Skills Workshop - The 12th... [1] - Call for Applications - 6th...,Smoke check failed: source_mode; RAG dimension failed: answer_relevance - Unanswerable case should refuse instead of answering.; RAG dimension failed: context_support - Unanswerable case should not require supporting context.; RAG dimension failed: answerability - The case is labeled unanswerable; the system should refuse or mark insufficiency.,,,,,,,,,,
unanswerable_exact_last_week_grant_count,unanswerable,coverage_rag,"Using internal sources only, what exact number of Hong Kong startups received government grants last week?",- Font Size Login CUHK - ORKTS Announcements Event Highlight HKTDC Hong Kong International Medical and Healthcare Fair (11 – 13 May 2026) Event Highlight Asia Summit on Global Health (ASGH) (11 – 12 May 2026) Event Highlight Pitching Skills Workshop - The 12th Hong Kong University... [1] - Call for Applications - 6th Asia Exhibition of Innovations and...,Smoke check failed: source_mode; RAG dimension failed: answer_relevance - Unanswerable case should refuse instead of answering.; RAG dimension failed: context_support - Unanswerable case should not require supporting context.; RAG dimension failed: answerability - The case is labeled unanswerable; the system should refuse or mark insufficiency.,,,,,,,,,,
unanswerable_exact_last_week_grant_count,unanswerable,plan_execute,"Using internal sources only, what exact number of Hong Kong startups received government grants last week?",- Font Size Login CUHK - ORKTS Announcements Event Highlight HKTDC Hong Kong International Medical and Healthcare Fair (11 – 13 May 2026) Event Highlight Asia Summit on Global Health (ASGH) (11 – 12 May 2026) Event Highlight Pitching Skills Workshop - The 12th Hong Kong University... [1] - Call for Applications - 6th Asia Exhibition of Innovations and...,Smoke check failed: source_mode; RAG dimension failed: answer_relevance - Unanswerable case should refuse instead of answering.; RAG dimension failed: context_support - Unanswerable case should not require supporting context.; RAG dimension failed: answerability - The case is labeled unanswerable; the system should refuse or mark insufficiency.,,,,,,,,,,
unanswerable_exact_last_week_grant_count,unanswerable,react_loop,"Using internal sources only, what exact number of Hong Kong startups received government grants last week?",- Font Size Login CUHK - ORKTS Announcements Event Highlight HKTDC Hong Kong International Medical and Healthcare Fair (11 – 13 May 2026) Event Highlight Asia Summit on Global Health (ASGH) (11 – 12 May 2026) Event Highlight Pitching Skills Workshop - The 12th Hong Kong University... [1] - Call for Applications - 6th Asia Exhibition of Innovations and...,Smoke check failed: source_mode; RAG dimension failed: answer_relevance - Unanswerable case should refuse instead of answering.; RAG dimension failed: context_support - Unanswerable case should not require supporting context.; RAG dimension failed: answerability - The case is labeled unanswerable; the system should refuse or mark insufficiency.,,,,,,,,,,
unanswerable_best_architecture_claim,unanswerable,deterministic_controller,Which architecture is definitely best for production deployment based only on the current unlabeled evaluation report?,"The controlled research loop found these supported points: - The Widening AI Value Gap Build for the Future 2025 September 2025 By Jessica Apotheker, Vinciane Beauchene, Nicolas de Bellefonds, Patrick Forth, Marc Roman Franke, Michael Grebe, Nina Kataeva, Santeri Kirvelä, Djon Kleine, Romain de Laubier, Vladimir Lukic,... [1] - Control...",Smoke check failed: intent; Smoke check failed: web_used; Smoke check failed: source_mode; RAG dimension failed: faithfulness - 6 answer sentence(s) were strongly supported; 3 were weakly supported.; RAG dimension failed: answer_relevance - Unanswerable case should refuse instead of answering.; RAG dimension failed: context_support - Unanswerable case should not require supporting context.; RAG dimension failed: answerability - The case is labeled unanswerable; the system should refuse or mark insufficiency.,,,,,,,,,,
unanswerable_best_architecture_claim,unanswerable,coverage_rag,Which architecture is definitely best for production deployment based only on the current unlabeled evaluation report?,"- The Widening AI Value Gap Build for the Future 2025 September 2025 By Jessica Apotheker, Vinciane Beauchene, Nicolas de Bellefonds, Patrick Forth, Marc Roman Franke, Michael Grebe, Nina Kataeva, Santeri Kirvelä, Djon Kleine, Romain de Laubier, Vladimir Lukic, Amanda Luther, Mary... [1] - Control...",Smoke check failed: intent; Smoke check failed: web_used; Smoke check failed: source_mode; RAG dimension failed: answer_relevance - Unanswerable case should refuse instead of answering.; RAG dimension failed: context_support - Unanswerable case should not require supporting context.; RAG dimension failed: answerability - The case is labeled unanswerable; the system should refuse or mark insufficiency.,,,,,,,,,,
unanswerable_best_architecture_claim,unanswerable,plan_execute,Which architecture is definitely best for production deployment based only on the current unlabeled evaluation report?,"- The Widening AI Value Gap Build for the Future 2025 September 2025 By Jessica Apotheker, Vinciane Beauchene, Nicolas de Bellefonds, Patrick Forth, Marc Roman Franke, Michael Grebe, Nina Kataeva, Santeri Kirvelä, Djon Kleine, Romain de Laubier, Vladimir Lukic, Amanda Luther, Mary... [1] - Control...",Smoke check failed: intent; Smoke check failed: source_mode; RAG dimension failed: answer_relevance - Unanswerable case should refuse instead of answering.; RAG dimension failed: context_support - Unanswerable case should not require supporting context.; RAG dimension failed: answerability - The case is labeled unanswerable; the system should refuse or mark insufficiency.; RAG dimension failed: self_containment - Answer includes 2 of 8 important question terms.,,,,,,,,,,
unanswerable_best_architecture_claim,unanswerable,react_loop,Which architecture is definitely best for production deployment based only on the current unlabeled evaluation report?,"- The Widening AI Value Gap Build for the Future 2025 September 2025 By Jessica Apotheker, Vinciane Beauchene, Nicolas de Bellefonds, Patrick Forth, Marc Roman Franke, Michael Grebe, Nina Kataeva, Santeri Kirvelä, Djon Kleine, Romain de Laubier, Vladimir Lukic, Amanda Luther, Mary... [1] - Control...",Smoke check failed: intent; Smoke check failed: web_used; Smoke check failed: source_mode; RAG dimension failed: answer_relevance - Unanswerable case should refuse instead of answering.; RAG dimension failed: context_support - Unanswerable case should not require supporting context.; RAG dimension failed: answerability - The case is labeled unanswerable; the system should refuse or mark insufficiency.,,,,,,,,,,
